COASTAL_ID,TAMBON,DISTRICT,PROVINCE,PROVINCE_S,TYP_NAME_T,TYP_NAME_E,AREA_sqm
6747,ท่าทอง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,779.69
6748,ท่าทอง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",779.69
6749,ชลคราม,ดอนสัก,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,16.24
6750,ชลคราม,ดอนสัก,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",16.24
6751,ท่าฉาง,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,31468.63
6752,ท่าฉาง,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",31468.63
6753,ท่าฉาง,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,74076.45
6754,ท่าฉาง,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",74076.45
6755,เกาะพระทอง,คุระบุรี,พังงา,พังงา,ที่ราบใต้ระดับน้ำลง,Subtidal flat,0.06
6756,เกาะพระทอง,คุระบุรี,พังงา,พังงา,หาดทรายปัจจุบัน,Young sandy beach,0.06
6757,เกาะพระทอง,คุระบุรี,พังงา,พังงา,หาดทรายปัจจุบัน,Young sandy beach,0.03
6758,เกาะพระทอง,คุระบุรี,พังงา,พังงา,ที่ราบน้ำขึ้นถึง,Intertidal flat,0.03
6759,เกาะพระทอง,คุระบุรี,พังงา,พังงา,หาดทรายเดิม,Old sandy beach,0.09
6760,เกาะพระทอง,คุระบุรี,พังงา,พังงา,ที่ราบน้ำขึ้นถึง,Intertidal flat,0.09
6761,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,ที่ราบน้ำขึ้นถึง,Intertidal flat,10593.31
6762,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",10593.31
6763,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,พรุ,Marsh,39511.27
6764,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",39511.27
6765,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,พรุ,Marsh,318668.35
6766,ควนทอง,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",318668.35
6767,คลองไทร,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,128709.68
6768,คลองไทร,ท่าฉาง,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",128709.68
6769,ท่าอุแท,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,2427.18
6770,ท่าอุแท,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2427.18
6771,พลายวาส,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,2410.82
6772,พลายวาส,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2410.82
6773,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,ที่ราบน้ำขึ้นถึง,Intertidal flat,9783.98
6774,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",9783.98
6775,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,71453.88
6776,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",71453.88
6777,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,18181.42
6778,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",18181.42
6779,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,17586.72
6780,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",17586.72
6781,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,40124.02
6782,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",40124.02
6783,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,9789.23
6784,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",9789.23
6785,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,ลากูนเดิม,Old lagoon,81910.36
6786,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",81910.36
6787,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,พรุ,Marsh,40501.48
6788,ขนอม,ขนอม,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",40501.48
6789,แม่นางขาว,คุระบุรี,พังงา,พังงา,ที่ราบใต้ระดับน้ำลง,Subtidal flat,0.08
6790,แม่นางขาว,คุระบุรี,พังงา,พังงา,ที่ราบน้ำขึ้นถึง,Intertidal flat,0.08
6791,มะลวน,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,84656.9
6792,มะลวน,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",84656.9
6793,ตะเคียนทอง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,2320.82
6794,ตะเคียนทอง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2320.82
6795,บางกุ้ง,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,37762.61
6796,บางกุ้ง,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",37762.61
6797,บางกุ้ง,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,11257.69
6798,บางกุ้ง,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",11257.69
6799,ทุ่งกง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,3701.92
6800,ทุ่งกง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3701.92
6801,ทุ่งกง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,2043.13
6802,ทุ่งกง,กาญจนดิษฐ์,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2043.13
6803,หัวเตย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,91333.75
6804,หัวเตย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",91333.75
6805,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,64533.77
6806,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",64533.77
6807,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,50062.42
6808,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",50062.42
6809,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,หาดทรายเดิม,Old sandy beach,14808.13
6810,มะขามเตี้ย,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",14808.13
6811,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,3734.9
6812,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3734.9
6813,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,22885.43
6814,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",22885.43
6815,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,23522.74
6816,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",23522.74
6817,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,4885.3
6818,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",4885.3
6819,วัดประดู่,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,45818.02
6820,วัดประดู่,เมืองสุราษฎร์ธาน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",45818.02
6821,หนองไทร,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,91676.03
6822,หนองไทร,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",91676.03
6823,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,76196.31
6824,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",76196.31
6825,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,57278.62
6826,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",57278.62
6827,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,10679.14
6828,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",10679.14
6829,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,ลากูนปัจจุบัน,Young lagoon,15984.34
6830,ทุ่งใส,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",15984.34
6831,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,2732.67
6832,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2732.67
6833,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,21933.75
6834,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21933.75
6835,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,5503.46
6836,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",5503.46
6837,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,40378.55
6838,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",40378.55
6839,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,12494.54
6840,เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",12494.54
6841,ท่าโรงช้าง,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,223037.31
6842,ท่าโรงช้าง,พุนพิน,สุราษฎร์ธานี,สุราษฎร์ธานี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",223037.31
6843,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,40148.22
6844,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",40148.22
6845,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,58038.5
6846,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",58038.5
6847,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายปัจจุบัน,Young sandy beach,540.42
6848,สิชล,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",540.42
6849,ทุ่งปรัง,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,202094.44
6850,ทุ่งปรัง,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",202094.44
6851,บางนายสี,ตะกั่วป่า,พังงา,พังงา,ที่ราบน้ำขึ้นถึง,Intertidal flat,0.15
6852,บางนายสี,ตะกั่วป่า,พังงา,พังงา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",0.15
6853,เสาเภา,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,215172.55
6854,เสาเภา,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",215172.55
6855,กลาย,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,162776.57
6856,กลาย,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",162776.57
6857,กลาย,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,205.24
6858,กลาย,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",205.24
6859,เปลี่ยน,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,28021.73
6860,เปลี่ยน,สิชล,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",28021.73
6861,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,94151.06
6862,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",94151.06
6863,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,530.05
6864,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",530.05
6865,ท่าขึ้น,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,หาดทรายเดิม,Old sandy beach,186637.05
6866,ท่าขึ้น,ท่าศาลา,นครศรีธรรมราช,นครศรีธรรมราช,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",186637.05
6867,หนองบัว,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,57994.16
6868,หนองบัว,เมืองจันทบุรี,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",57994.16
6869,คมบาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,738.86
6870,คมบาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",738.86
6871,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,21414.52
6872,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21414.52
6873,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,19423.07
6874,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",19423.07
6875,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,131.91
6876,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",131.91
6877,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,5817.72
6878,บางกะไชย,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",5817.72
6879,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,หาดทรายเดิม,Old sandy beach,15356.01
6880,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",15356.01
6881,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,หาดทรายเดิม,Old sandy beach,10901.56
6882,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",10901.56
6883,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,หาดทรายปัจจุบัน,Young sandy beach,6738.53
6884,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",6738.53
6885,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ลากูนเดิม,Old lagoon,129789.53
6886,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",129789.53
6887,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ลากูนเดิม,Old lagoon,97184.16
6888,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",97184.16
6889,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ลากูนเดิม,Old lagoon,1146.03
6890,หนองแก,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",1146.03
6891,พลิ้ว,แหลมสิงห์,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,3182
6892,พลิ้ว,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3182
6893,พลิ้ว,แหลมสิงห์,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,134.9
6894,พลิ้ว,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",134.9
6895,บางสระเก้า,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,4401.9
6896,บางสระเก้า,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",4401.9
6897,เกวียนหัก,ขลุง,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,11001.44
6898,เกวียนหัก,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",11001.44
6899,เกวียนหัก,ขลุง,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,185.82
6900,เกวียนหัก,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",185.82
6901,ขลุง,ขลุง,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,6417.25
6902,ขลุง,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",6417.25
6903,ขลุง,ขลุง,จันทบุรี,จันทบุรี,ที่ราบใต้ระดับน้ำลง,Subtidal flat,5983.28
6904,ขลุง,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",5983.28
6905,ซึ้ง,ขลุง,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,24903.85
6906,ซึ้ง,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",24903.85
6907,บ่อ,ขลุง,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,71853.81
6908,บ่อ,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",71853.81
6909,บ่อ,ขลุง,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,59264.54
6910,บ่อ,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",59264.54
6911,ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,16240.15
6912,ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",16240.15
6913,ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,10836.99
6914,ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",10836.99
6915,หนองชิ่ม,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,40726.4
6916,หนองชิ่ม,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",40726.4
6917,วันยาว,ขลุง,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,17868.78
6918,วันยาว,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",17868.78
6919,วันยาว,ขลุง,จันทบุรี,จันทบุรี,ที่ราบใต้ระดับน้ำลง,Subtidal flat,3592.71
6920,วันยาว,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3592.71
6921,แสนตุ้ง,เขาสมิง,ตราด,ตราด,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,2425.47
6922,แสนตุ้ง,เขาสมิง,ตราด,ตราด,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2425.47
6923,แสนตุ้ง,เขาสมิง,ตราด,ตราด,ลากูนเดิม,Old lagoon,16461.24
6924,แสนตุ้ง,เขาสมิง,ตราด,ตราด,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",16461.24
6925,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,117435.89
6926,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",117435.89
6927,เกาะเปริด,แหลมสิงห์,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,20807.11
6928,เกาะเปริด,แหลมสิงห์,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",20807.11
6929,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,8657.34
6930,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",8657.34
6931,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,48536.89
